SCHOOL_YEAR,DIVISION NUMBER,DIVISION NAME,SCHOOL NUMBER,SCHOOL NAME,SCHOOL ACCREDITATION RATING
2009-2010,1,Accomack County,701,Accawmacke Elementary,Fully Accredited
2009-2010,1,Accomack County,540,Arcadia High,Fully Accredited
2009-2010,1,Accomack County,704,Arcadia Middle,Fully Accredited
2009-2010,1,Accomack County,80,Chincoteague Elementary,Fully Accredited
2009-2010,1,Accomack County,580,Chincoteague High,Fully Accredited
2009-2010,1,Accomack County,600,Kegotank Elementary,Fully Accredited
2009-2010,1,Accomack County,702,Metompkin Elementary,Fully Accredited
2009-2010,1,Accomack County,70,Nandua High,Fully Accredited
2009-2010,1,Accomack County,703,Nandua Middle,Fully Accredited
2009-2010,1,Accomack County,590,Pungoteague Elementary,Fully Accredited
2009-2010,1,Accomack County,530,Tangier Combined,Fully Accredited
2009-2010,2,Albemarle County,160,Agnor-Hurt Elementary,Fully Accredited
2009-2010,2,Albemarle County,1060,Albemarle County Community Public Charter School,Accredited with Warning
2009-2010,2,Albemarle County,880,Albemarle High,Fully Accredited
2009-2010,2,Albemarle County,1053,Baker-Butler Elementary,Fully Accredited
2009-2010,2,Albemarle County,900,Benjamin F. Yancey Elementary,Fully Accredited
2009-2010,2,Albemarle County,100,Broadus Wood Elementary,Fully Accredited
2009-2010,2,Albemarle County,941,Brownsville Elementary,Fully Accredited
2009-2010,2,Albemarle County,340,Crozet Elementary,Fully Accredited
2009-2010,2,Albemarle County,10,Hollymead Elementary,Fully Accredited
2009-2010,2,Albemarle County,950,Jack Jouett Middle,Fully Accredited
2009-2010,2,Albemarle County,69,Jackson P. Burley Middle,Fully Accredited
2009-2010,2,Albemarle County,942,Joseph T. Henley Middle,Fully Accredited
2009-2010,2,Albemarle County,20,Leslie H. Walton Middle,Fully Accredited
2009-2010,2,Albemarle County,40,Mary Carr Greer Elementary,Fully Accredited
2009-2010,2,Albemarle County,250,Meriwether Lewis Elementary,Fully Accredited
2009-2010,2,Albemarle County,1052,Monticello High,Fully Accredited
2009-2010,2,Albemarle County,1051,Mortimer Y. Sutherland Middle,Fully Accredited
2009-2010,2,Albemarle County,890,Murray High,Fully Accredited
2009-2010,2,Albemarle County,150,Paul H. Cale Elementary,Fully Accredited
2009-2010,2,Albemarle County,540,Red Hill Elementary,Fully Accredited
2009-2010,2,Albemarle County,30,Scottsville Elementary,Fully Accredited
2009-2010,2,Albemarle County,920,Stone Robinson Elementary,Fully Accredited
2009-2010,2,Albemarle County,240,Stony Point Elementary,Fully Accredited
2009-2010,2,Albemarle County,910,Virginia L. Murray Elementary,Fully Accredited
2009-2010,2,Albemarle County,140,Western Albemarle High,Fully Accredited
2009-2010,2,Albemarle County,930,Woodbrook Elementary,Fully Accredited
2009-2010,101,Alexandria City,120,Charles Barrett Elementary,Fully Accredited
2009-2010,101,Alexandria City,160,Cora Kelly Magnet Elementary,Fully Accredited
2009-2010,101,Alexandria City,110,Douglas Macarthur Elementary,Fully Accredited
2009-2010,101,Alexandria City,170,Francis C. Hammond Middle,Fully Accredited
2009-2010,101,Alexandria City,250,Francis Hammond 2 Middle,Fully Accredited
2009-2010,101,Alexandria City,260,Francis Hammond 3 Middle,Fully Accredited
2009-2010,101,Alexandria City,100,George Mason Elementary,Fully Accredited
2009-2010,101,Alexandria City,240,George Washington 2 Middle,Fully Accredited
2009-2010,101,Alexandria City,10,George Washington Middle,Fully Accredited
2009-2010,101,Alexandria City,220,James K. Polk Elementary,Fully Accredited
2009-2010,101,Alexandria City,90,Jefferson-Houston Elementary,Accredited with Warning
2009-2010,101,Alexandria City,230,John Adams Elementary,Fully Accredited
2009-2010,101,Alexandria City,80,Lyles-Crouch Elementary,Fully Accredited
2009-2010,101,Alexandria City,60,Maury Elementary,Fully Accredited
2009-2010,101,Alexandria City,30,Mount Vernon Elementary,Fully Accredited
2009-2010,101,Alexandria City,50,Patrick Henry Elementary,Fully Accredited
2009-2010,101,Alexandria City,333,Samuel W. Tucker Elementary,Fully Accredited
2009-2010,101,Alexandria City,210,T.C. Williams High,Fully Accredited
2009-2010,101,Alexandria City,190,William Ramsay Elementary,Fully Accredited
2009-2010,3,Alleghany County,310,Alleghany High,Fully Accredited
2009-2010,3,Alleghany County,280,Boiling Spring Elementary,Fully Accredited
2009-2010,3,Alleghany County,110,Callaghan Elementary,Fully Accredited
2009-2010,3,Alleghany County,1040,Clifton Middle,Fully Accredited
2009-2010,3,Alleghany County,20,Falling Spring Elementary,Fully Accredited
2009-2010,3,Alleghany County,1041,Mountain View Elementary,Fully Accredited
2009-2010,3,Alleghany County,90,Sharon Elementary,Fully Accredited
2009-2010,4,Amelia County,220,Amelia County Elementary,Fully Accredited
2009-2010,4,Amelia County,10,Amelia County High,Fully Accredited
2009-2010,4,Amelia County,210,Amelia County Middle,Fully Accredited
2009-2010,5,Amherst County,780,Amelon Elementary,Fully Accredited
2009-2010,5,Amherst County,750,Amherst County High,Fully Accredited
2009-2010,5,Amherst County,790,Amherst Elementary,Fully Accredited
2009-2010,5,Amherst County,670,Amherst Middle,Fully Accredited
2009-2010,5,Amherst County,770,Central Elementary,Fully Accredited
2009-2010,5,Amherst County,760,Elon Elementary,Fully Accredited
2009-2010,5,Amherst County,500,Madison Heights Elementary,Fully Accredited
2009-2010,5,Amherst County,20,Monelison Middle,Fully Accredited
2009-2010,5,Amherst County,240,Pleasant View Elementary,Fully Accredited
2009-2010,5,Amherst County,740,Temperance Elementary,Fully Accredited
2009-2010,6,Appomattox County,260,Appomattox County High,Fully Accredited
2009-2010,6,Appomattox County,110,Appomattox Elementary,Fully Accredited
2009-2010,6,Appomattox County,160,Appomattox Middle,Fully Accredited
2009-2010,6,Appomattox County,250,Appomattox Primary,Fully Accredited
2009-2010,7,Arlington County,350,Abingdon Elementary,Fully Accredited
2009-2010,7,Arlington County,613,Arlington Science Focus School,Fully Accredited
2009-2010,7,Arlington County,470,Arlington Traditional,Fully Accredited
2009-2010,7,Arlington County,490,Ashlawn Elementary,Fully Accredited
2009-2010,7,Arlington County,150,Barcroft Elementary,Fully Accredited
2009-2010,7,Arlington County,250,Barrett Elementary,Fully Accredited
2009-2010,7,Arlington County,615,Campbell Elementary,Fully Accredited
2009-2010,7,Arlington County,90,Carlin Springs Elementary,Fully Accredited
2009-2010,7,Arlington County,622,Claremont Immersion,Fully Accredited
2009-2010,7,Arlington County,200,Drew Model Elementary,Fully Accredited
2009-2010,7,Arlington County,111,Francis Scott Key Elementary,Fully Accredited
2009-2010,7,Arlington County,100,Glebe Elementary,Fully Accredited
2009-2010,7,Arlington County,611,Gunston Middle,Fully Accredited
2009-2010,7,Arlington County,160,Henry Elementary,Fully Accredited
2009-2010,7,Arlington County,614,Hoffman-Boston Elementary,Fully Accredited
2009-2010,7,Arlington County,440,Jamestown Elementary,Fully Accredited
2009-2010,7,Arlington County,180,Jefferson Middle,Fully Accredited
2009-2010,7,Arlington County,500,Kenmore Middle,Fully Accredited
2009-2010,7,Arlington County,460,Long Branch Elementary,Fully Accredited
2009-2010,7,Arlington County,380,McKinley Elementary,Fully Accredited
2009-2010,7,Arlington County,410,Nottingham Elementary,Fully Accredited
2009-2010,7,Arlington County,360,Oakridge Elementary,Fully Accredited
2009-2010,7,Arlington County,510,Randolph Elementary,Fully Accredited
2009-2010,7,Arlington County,240,Swanson Middle,Fully Accredited
2009-2010,7,Arlington County,420,Taylor Elementary,Fully Accredited
2009-2010,7,Arlington County,211,Tuckahoe Elementary,Fully Accredited
2009-2010,7,Arlington County,450,Wakefield High,Fully Accredited
2009-2010,7,Arlington County,80,Washington-Lee High,Fully Accredited
2009-2010,7,Arlington County,480,Williamsburg Middle,Fully Accredited
2009-2010,7,Arlington County,330,Yorktown High,Fully Accredited
2009-2010,8,Augusta County,210,Beverley Manor Elementary,Fully Accredited
2009-2010,8,Augusta County,212,Beverley Manor Middle,Fully Accredited
2009-2010,8,Augusta County,660,Buffalo Gap High,Fully Accredited
2009-2010,8,Augusta County,30,Cassell Elementary,Fully Accredited
2009-2010,8,Augusta County,140,Churchville Elementary,Fully Accredited
2009-2010,8,Augusta County,370,Craigsville Elementary,Fully Accredited
2009-2010,8,Augusta County,842,Edward G. Clymore Elementary,Fully Accredited
2009-2010,8,Augusta County,670,Fort Defiance High,Fully Accredited
2009-2010,8,Augusta County,843,Guy K. Stump Elementary,Fully Accredited
2009-2010,8,Augusta County,700,Ladd Elementary,Fully Accredited
2009-2010,8,Augusta County,40,North River Elementary,Fully Accredited
2009-2010,8,Augusta County,740,Riverheads Elementary,Fully Accredited
2009-2010,8,Augusta County,680,Riverheads High,Fully Accredited
2009-2010,8,Augusta County,90,S. Gordon Stewart Middle,Fully Accredited
2009-2010,8,Augusta County,440,Stuarts Draft Elementary,Fully Accredited
2009-2010,8,Augusta County,730,Stuarts Draft High,Fully Accredited
2009-2010,8,Augusta County,60,Stuarts Draft Middle,Fully Accredited
2009-2010,8,Augusta County,710,Verona Elementary,Fully Accredited
2009-2010,8,Augusta County,640,Wilson Elementary,Fully Accredited
2009-2010,8,Augusta County,720,Wilson Memorial High,Fully Accredited
2009-2010,8,Augusta County,844,Wilson Middle,Fully Accredited
2009-2010,9,Bath County,140,Bath County High,Fully Accredited
2009-2010,9,Bath County,120,Millboro Elementary,Fully Accredited
2009-2010,9,Bath County,150,Valley Elementary,Fully Accredited
2009-2010,10,Bedford County,480,Bedford Elementary,Fully Accredited
2009-2010,10,Bedford County,490,Bedford Middle,Fully Accredited
2009-2010,10,Bedford County,1200,Bedford Primary,Fully Accredited
2009-2010,10,Bedford County,30,Big Island Elementary,Fully Accredited
2009-2010,10,Bedford County,1160,Body Camp Elementary,Fully Accredited
2009-2010,10,Bedford County,160,Boonsboro Elementary,Fully Accredited
2009-2010,10,Bedford County,500,Forest Elementary,Fully Accredited
2009-2010,10,Bedford County,1211,Forest Middle,Fully Accredited
2009-2010,10,Bedford County,1214,Goodview Elementary,Fully Accredited
2009-2010,10,Bedford County,980,Huddleston Elementary,Fully Accredited
2009-2010,10,Bedford County,1212,Jefferson Forest High,Fully Accredited
2009-2010,10,Bedford County,1180,Liberty High,Fully Accredited
2009-2010,10,Bedford County,970,Moneta Elementary,Fully Accredited
2009-2010,10,Bedford County,180,Montvale Elementary,Fully Accredited
2009-2010,10,Bedford County,610,New London Academy Elementary,Fully Accredited
2009-2010,10,Bedford County,1170,Otter River Elementary,Fully Accredited
2009-2010,10,Bedford County,1190,Staunton River High,Fully Accredited
2009-2010,10,Bedford County,1191,Staunton River Middle,Fully Accredited
2009-2010,10,Bedford County,640,Stewartsville Elementary,Fully Accredited
2009-2010,10,Bedford County,450,Thaxton Elementary,Fully Accredited
2009-2010,10,Bedford County,1213,Thomas Jefferson Elementary,Fully Accredited
2009-2010,11,Bland County,232,Bland Elementary,Fully Accredited
2009-2010,11,Bland County,231,Bland High,Fully Accredited
2009-2010,11,Bland County,62,Rocky Gap Elementary,Fully Accredited
2009-2010,11,Bland County,61,Rocky Gap High,Fully Accredited
2009-2010,12,Botetourt County,220,Breckinridge Elementary,Fully Accredited
2009-2010,12,Botetourt County,20,Buchanan Elementary,Fully Accredited
2009-2010,12,Botetourt County,420,Central Academy Middle,Fully Accredited
2009-2010,12,Botetourt County,390,Cloverdale Elementary,Fully Accredited
2009-2010,12,Botetourt County,400,Colonial Elementary,Fully Accredited
2009-2010,12,Botetourt County,30,Eagle Rock Elementary,Fully Accredited
2009-2010,12,Botetourt County,460,Greenfield Elementary,Fully Accredited
2009-2010,12,Botetourt County,430,James River High,Fully Accredited
2009-2010,12,Botetourt County,440,Lord Botetourt High,Fully Accredited
2009-2010,12,Botetourt County,450,Read Mountain Middle,Fully Accredited
2009-2010,12,Botetourt County,40,Troutville Elementary,Fully Accredited
2009-2010,102,Bristol City,60,Highland View Elementary,Fully Accredited
2009-2010,102,Bristol City,100,Joseph Van Pelt Elementary,Fully Accredited
2009-2010,102,Bristol City,70,Stonewall Jackson Elementary,Fully Accredited
2009-2010,102,Bristol City,80,Virginia High,Fully Accredited
2009-2010,102,Bristol City,10,Virginia Middle,Fully Accredited
2009-2010,102,Bristol City,90,Washington-Lee Elementary,Fully Accredited
2009-2010,13,Brunswick County,650,Brunswick High,Fully Accredited
2009-2010,13,Brunswick County,660,James S. Russell Middle,Accredited with Warning
2009-2010,13,Brunswick County,690,Meherrin Powellton Elementary,Fully Accredited
2009-2010,13,Brunswick County,700,Red Oak-Sturgeon Elementary,Fully Accredited
2009-2010,13,Brunswick County,720,Totaro Elementary,Fully Accredited
2009-2010,14,Buchanan County,90,Council Elementary/Middle,Fully Accredited
2009-2010,14,Buchanan County,1000,Council High,Fully Accredited
2009-2010,14,Buchanan County,990,Grundy High,Fully Accredited
2009-2010,14,Buchanan County,120,Hurley Elementary/Middle,Fully Accredited
2009-2010,14,Buchanan County,1020,Hurley High,Fully Accredited
2009-2010,14,Buchanan County,20,J.M. Bevins Elementary,Fully Accredited
2009-2010,14,Buchanan County,1040,Riverview Elementary/Middle,Fully Accredited
2009-2010,14,Buchanan County,10,Russell Prater Elementary,Fully Accredited
2009-2010,14,Buchanan County,1041,Twin Valley Elementary/Middle,Fully Accredited
2009-2010,14,Buchanan County,1042,Twin Valley High,Fully Accredited
2009-2010,15,Buckingham County,700,Buckingham County High,Fully Accredited
2009-2010,15,Buckingham County,721,Buckingham County Middle,Fully Accredited
2009-2010,15,Buckingham County,10,Buckingham Primary,Fully Accredited
2009-2010,15,Buckingham County,722,Dillwyn Elementary,Fully Accredited
2009-2010,15,Buckingham County,510,Dillwyn Primary,Fully Accredited
2009-2010,15,Buckingham County,730,Gold Hill Elementary,Fully Accredited
2009-2010,103,Buena Vista City,40,Enderly Heights Elementary,Fully Accredited
2009-2010,103,Buena Vista City,70,F.W. Kling Jr. Elementary,Fully Accredited
2009-2010,103,Buena Vista City,62,Parry McCluer High,Fully Accredited
2009-2010,103,Buena Vista City,61,Parry McCluer Middle,Fully Accredited
2009-2010,16,Campbell County,560,Altavista Elementary,Fully Accredited
2009-2010,16,Campbell County,200,Altavista High,Fully Accredited
2009-2010,16,Campbell County,640,Brookneal Elementary,Fully Accredited
2009-2010,16,Campbell County,720,Brookville High,Fully Accredited
2009-2010,16,Campbell County,20,Brookville Middle,Fully Accredited
2009-2010,16,Campbell County,130,Concord Elementary,Fully Accredited
2009-2010,16,Campbell County,670,Gladys Elementary,Fully Accredited
2009-2010,16,Campbell County,690,Leesville Road Elementary,Fully Accredited
2009-2010,16,Campbell County,821,Rustburg Elementary,Fully Accredited
2009-2010,16,Campbell County,222,Rustburg High,Fully Accredited
2009-2010,16,Campbell County,211,Rustburg Middle,Fully Accredited
2009-2010,16,Campbell County,60,Tomahawk Elementary,Fully Accredited
2009-2010,16,Campbell County,542,William Campbell High,Fully Accredited
2009-2010,16,Campbell County,710,Yellow Branch Elementary,Fully Accredited
2009-2010,17,Caroline County,620,Bowling Green Elementary,Fully Accredited
2009-2010,17,Caroline County,610,Bowling Green Primary,Fully Accredited
2009-2010,17,Caroline County,460,Caroline High,Fully Accredited
2009-2010,17,Caroline County,450,Caroline Middle,Fully Accredited
2009-2010,17,Caroline County,9020,Lewis & Clark Elementary,Fully Accredited
2009-2010,17,Caroline County,630,Madison Elementary,Fully Accredited
2009-2010,18,Carroll County,1230,Carroll County High,Fully Accredited
2009-2010,18,Carroll County,360,Carroll County Intermediate,Fully Accredited
2009-2010,18,Carroll County,1180,Fancy Gap Elementary,Fully Accredited
2009-2010,18,Carroll County,1150,Gladesboro Elementary,Fully Accredited
2009-2010,18,Carroll County,1210,Gladeville Elementary,Fully Accredited
2009-2010,18,Carroll County,1170,Hillsville Elementary,Fully Accredited
2009-2010,18,Carroll County,1160,Laurel Elementary,Fully Accredited
2009-2010,18,Carroll County,1130,Oakland Elementary,Fully Accredited
2009-2010,18,Carroll County,1110,St. Paul School,Fully Accredited
2009-2010,18,Carroll County,450,Woodlawn School,Fully Accredited
2009-2010,19,Charles City County,80,Charles City County Elementary,Fully Accredited
2009-2010,19,Charles City County,100,Charles City County High,Fully Accredited
2009-2010,19,Charles City County,110,Charles City County Middle,Fully Accredited
2009-2010,20,Charlotte County,470,Bacon District Elementary,Fully Accredited
2009-2010,20,Charlotte County,210,Central Middle,Fully Accredited
2009-2010,20,Charlotte County,100,Eureka Elementary,Fully Accredited
2009-2010,20,Charlotte County,450,J. Murray Jeffress Elementary,Fully Accredited
2009-2010,20,Charlotte County,110,Phenix Elementary,Fully Accredited
2009-2010,20,Charlotte County,460,Randolph Henry High,Fully Accredited
2009-2010,104,Charlottesville City,100,Buford Middle,Fully Accredited
2009-2010,104,Charlottesville City,70,Burnley-Moran Elementary,Fully Accredited
2009-2010,104,Charlottesville City,140,Charlottesville High,Fully Accredited
2009-2010,104,Charlottesville City,50,Clark Elementary,Fully Accredited
2009-2010,104,Charlottesville City,90,Greenbrier Elementary,Fully Accredited
2009-2010,104,Charlottesville City,120,Jackson-Via Elementary,Fully Accredited
2009-2010,104,Charlottesville City,10,Johnson Elementary,Fully Accredited
2009-2010,104,Charlottesville City,40,Venable Elementary,Fully Accredited
2009-2010,104,Charlottesville City,110,Walker Upper Elementary,Fully Accredited
2009-2010,136,Chesapeake City,630,B.M. Williams Primary,Fully Accredited
2009-2010,136,Chesapeake City,860,Butts Road Intermediate,Fully Accredited
2009-2010,136,Chesapeake City,770,Butts Road Primary,Fully Accredited
2009-2010,136,Chesapeake City,90,Camelot Elementary,Fully Accredited
2009-2010,136,Chesapeake City,900,Cedar Road Elementary,Fully Accredited
2009-2010,136,Chesapeake City,700,Crestwood Intermediate,Fully Accredited
2009-2010,136,Chesapeake City,560,Crestwood Middle,Fully Accredited
2009-2010,136,Chesapeake City,660,Deep Creek Central Elementary,Fully Accredited
2009-2010,136,Chesapeake City,210,Deep Creek Elementary,Fully Accredited
2009-2010,136,Chesapeake City,100,Deep Creek High,Fully Accredited
2009-2010,136,Chesapeake City,610,Deep Creek Middle,Fully Accredited
2009-2010,136,Chesapeake City,640,Edwin W. Chittum Elementary,Fully Accredited
2009-2010,136,Chesapeake City,720,G.A. Treakle Elementary,Fully Accredited
2009-2010,136,Chesapeake City,50,George W. Carver Intermediate,Fully Accredited
2009-2010,136,Chesapeake City,820,Georgetown Primary,Fully Accredited
2009-2010,136,Chesapeake City,950,Grassfield Elementary,Fully Accredited
2009-2010,136,Chesapeake City,960,Grassfield High,Fully Accredited
2009-2010,136,Chesapeake City,120,Great Bridge High,Fully Accredited
2009-2010,136,Chesapeake City,850,Great Bridge Intermediate,Fully Accredited
2009-2010,136,Chesapeake City,590,Great Bridge Middle,Fully Accredited
2009-2010,136,Chesapeake City,680,Great Bridge Primary,Fully Accredited
2009-2010,136,Chesapeake City,870,Greenbrier Intermediate,Fully Accredited
2009-2010,136,Chesapeake City,972,Greenbrier Middle,Fully Accredited
2009-2010,136,Chesapeake City,140,Greenbrier Primary,Fully Accredited
2009-2010,136,Chesapeake City,340,Hickory Elementary,Fully Accredited
2009-2010,136,Chesapeake City,890,Hickory High,Fully Accredited
2009-2010,136,Chesapeake City,280,Hickory Middle,Fully Accredited
2009-2010,136,Chesapeake City,920,Hugo A. Owens Middle,Fully Accredited
2009-2010,136,Chesapeake City,830,Indian River High,Fully Accredited
2009-2010,136,Chesapeake City,710,Indian River Middle,Fully Accredited
2009-2010,136,Chesapeake City,973,Jolliff Middle,Fully Accredited
2009-2010,136,Chesapeake City,160,Norfolk Highlands Primary,Fully Accredited
2009-2010,136,Chesapeake City,80,Oscar F. Smith High,Fully Accredited
2009-2010,136,Chesapeake City,10,Oscar Smith Middle,Fully Accredited
2009-2010,136,Chesapeake City,730,Portlock Primary,Fully Accredited
2009-2010,136,Chesapeake City,200,Rena B. Wright Primary,Fully Accredited
2009-2010,136,Chesapeake City,620,Southeastern Elementary,Fully Accredited
2009-2010,136,Chesapeake City,600,Southwestern Elementary,Fully Accredited
2009-2010,136,Chesapeake City,750,Sparrow Road Intermediate,Fully Accredited
2009-2010,136,Chesapeake City,40,Thurgood Marshall Elementary,Fully Accredited
2009-2010,136,Chesapeake City,971,Truitt Intermediate,Fully Accredited
2009-2010,136,Chesapeake City,840,Western Branch High,Fully Accredited
2009-2010,136,Chesapeake City,810,Western Branch Intermediate,Fully Accredited
2009-2010,136,Chesapeake City,740,Western Branch Middle,Fully Accredited
2009-2010,136,Chesapeake City,110,Western Branch Primary,Fully Accredited
2009-2010,21,Chesterfield County,620,A.M. Davis Elementary,Fully Accredited
2009-2010,21,Chesterfield County,861,Alberta Smith Elementary,Fully Accredited
2009-2010,21,Chesterfield County,631,Bailey Bridge Middle,Fully Accredited
2009-2010,21,Chesterfield County,660,Bellwood Elementary,Fully Accredited
2009-2010,21,Chesterfield County,430,Bensley Elementary,Fully Accredited
2009-2010,21,Chesterfield County,510,Bettie Weaver Elementary,Fully Accredited
2009-2010,21,Chesterfield County,130,Beulah Elementary,Fully Accredited
2009-2010,21,Chesterfield County,20,Bon Air Elementary,Fully Accredited
2009-2010,21,Chesterfield County,50,C.C. Wells Elementary,Fully Accredited
2009-2010,21,Chesterfield County,492,C.E. Curtis Elementary,Fully Accredited
2009-2010,21,Chesterfield County,420,Carver Middle,Fully Accredited
2009-2010,21,Chesterfield County,260,Chester Middle,Fully Accredited
2009-2010,21,Chesterfield County,30,Chesterfield Community High,Fully Accredited
2009-2010,21,Chesterfield County,150,Clover Hill Elementary,Fully Accredited
2009-2010,21,Chesterfield County,740,Clover Hill High,Fully Accredited
2009-2010,21,Chesterfield County,840,Cosby High,Fully Accredited
2009-2010,21,Chesterfield County,560,Crestwood Elementary,Fully Accredited
2009-2010,21,Chesterfield County,480,Ecoff Elementary,Fully Accredited
2009-2010,21,Chesterfield County,870,Elizabeth Davis Middle,Fully Accredited
2009-2010,21,Chesterfield County,850,Elizabeth Scott Elementary,Fully Accredited
2009-2010,21,Chesterfield County,390,Enon Elementary,Fully Accredited
2009-2010,21,Chesterfield County,350,Ettrick Elementary,Fully Accredited
2009-2010,21,Chesterfield County,300,Evergreen Elementary,Fully Accredited
2009-2010,21,Chesterfield County,590,Falling Creek Elementary,Fully Accredited
2009-2010,21,Chesterfield County,670,Falling Creek Middle,Fully Accredited
2009-2010,21,Chesterfield County,180,Grange Hall Elementary,Fully Accredited
2009-2010,21,Chesterfield County,70,Greenfield Elementary,Fully Accredited
2009-2010,21,Chesterfield County,460,Harrowgate Elementary,Fully Accredited
2009-2010,21,Chesterfield County,60,Hopkins Road Elementary,Fully Accredited
2009-2010,21,Chesterfield County,550,J.A. Chalkley Elementary,Fully Accredited
2009-2010,21,Chesterfield County,650,J.B. Watkins Elementary,Fully Accredited
2009-2010,21,Chesterfield County,500,J.G. Hening Elementary,Fully Accredited
2009-2010,21,Chesterfield County,400,Jacobs Road Elementary,Fully Accredited
2009-2010,21,Chesterfield County,770,James River High,Fully Accredited
2009-2010,21,Chesterfield County,10,Lloyd C. Bird High,Fully Accredited
2009-2010,21,Chesterfield County,632,Manchester High,Fully Accredited
2009-2010,21,Chesterfield County,600,Manchester Middle,Fully Accredited
2009-2010,21,Chesterfield County,780,Marguerite F. Christian Elementary,Fully Accredited
2009-2010,21,Chesterfield County,370,Matoaca Elementary,Fully Accredited
2009-2010,21,Chesterfield County,530,Matoaca High,Fully Accredited
2009-2010,21,Chesterfield County,110,Matoaca Middle,Fully Accredited
2009-2010,21,Chesterfield County,580,Meadowbrook High,Fully Accredited
2009-2010,21,Chesterfield County,320,Midlothian High,Fully Accredited
2009-2010,21,Chesterfield County,40,Midlothian Middle,Fully Accredited
2009-2010,21,Chesterfield County,280,Monacan High,Fully Accredited
2009-2010,21,Chesterfield County,360,O.B. Gates Elementary,Fully Accredited
2009-2010,21,Chesterfield County,450,Perrymont Middle,Fully Accredited
2009-2010,21,Chesterfield County,380,Providence Elementary,Fully Accredited
2009-2010,21,Chesterfield County,690,Providence Middle,Fully Accredited
2009-2010,21,Chesterfield County,700,Reams Road Elementary,Fully Accredited
2009-2010,21,Chesterfield County,730,Robious Elementary,Fully Accredited
2009-2010,21,Chesterfield County,760,Robious Middle,Fully Accredited
2009-2010,21,Chesterfield County,720,Salem Church Elementary,Fully Accredited
2009-2010,21,Chesterfield County,722,Salem Church Middle,Fully Accredited
2009-2010,21,Chesterfield County,800,Spring Run Elementary,Fully Accredited
2009-2010,21,Chesterfield County,340,Swift Creek Elementary,Fully Accredited
2009-2010,21,Chesterfield County,270,Swift Creek Middle,Fully Accredited
2009-2010,21,Chesterfield County,410,Thelma Crenshaw Elementary,Fully Accredited
2009-2010,21,Chesterfield County,610,Thomas Dale High,Fully Accredited
2009-2010,21,Chesterfield County,880,Tomahawk Creek Middle,Fully Accredited
2009-2010,21,Chesterfield County,290,W.W. Gordon Elementary,Fully Accredited
2009-2010,21,Chesterfield County,860,Winterpock Elementary,Fully Accredited
2009-2010,21,Chesterfield County,440,Woolridge Elementary,Fully Accredited
2009-2010,22,Clarke County,250,Boyce Elementary,Fully Accredited
2009-2010,22,Clarke County,10,Clarke County High,Fully Accredited
2009-2010,22,Clarke County,290,D.G. Cooley Elementary,Fully Accredited
2009-2010,22,Clarke County,280,Johnson-Williams Middle,Fully Accredited
2009-2010,202,Colonial Beach,22,Colonial Beach Elementary,Fully Accredited
2009-2010,202,Colonial Beach,21,Colonial Beach High,Fully Accredited
2009-2010,106,Colonial Heights City,40,Colonial Heights High,Fully Accredited
2009-2010,106,Colonial Heights City,20,Colonial Heights Middle,Fully Accredited
2009-2010,106,Colonial Heights City,50,Lakeview Elementary,Fully Accredited
2009-2010,106,Colonial Heights City,30,North Elementary,Fully Accredited
2009-2010,106,Colonial Heights City,60,Tussing Elementary,Fully Accredited
2009-2010,107,Covington City,350,Covington High,Fully Accredited
2009-2010,107,Covington City,260,Edgemont Primary,Fully Accredited
2009-2010,107,Covington City,360,Jeter-Watson Intermediate,Fully Accredited
2009-2010,23,Craig County,11,Craig County High,Fully Accredited
2009-2010,23,Craig County,10,McCleary Elementary,Fully Accredited
2009-2010,24,Culpeper County,240,A.G. Richardson Elementary,Fully Accredited
2009-2010,24,Culpeper County,480,Culpeper County High,Fully Accredited
2009-2010,24,Culpeper County,20,Culpeper Middle,Fully Accredited
2009-2010,24,Culpeper County,50,Eastern View High,Fully Accredited
2009-2010,24,Culpeper County,450,Emerald Hill Elementary,Fully Accredited
2009-2010,24,Culpeper County,470,Farmington Elementary,Fully Accredited
2009-2010,24,Culpeper County,581,Floyd T. Binns Middle,Fully Accredited
2009-2010,24,Culpeper County,10,Pearl Sample Elementary,Fully Accredited
2009-2010,24,Culpeper County,460,Sycamore Park Elementary,Fully Accredited
2009-2010,24,Culpeper County,40,Yowell Elementary,Fully Accredited
2009-2010,25,Cumberland County,140,Cumberland Elementary,Fully Accredited
2009-2010,25,Cumberland County,151,Cumberland High,Fully Accredited
2009-2010,25,Cumberland County,152,Cumberland Middle,Fully Accredited
2009-2010,108,Danville City,50,Edwin A. Gibson Middle,Fully Accredited
2009-2010,108,Danville City,20,Forest Hills Elementary,Fully Accredited
2009-2010,108,Danville City,190,G.L.H. Johnson Elementary,Fully Accredited
2009-2010,108,Danville City,1374,Galileo Magnet High,Fully Accredited
2009-2010,108,Danville City,210,George Washington High,Fully Accredited
2009-2010,108,Danville City,1270,Glenwood Elementary,Fully Accredited
2009-2010,108,Danville City,180,Irvin W. Taylor Elementary,Fully Accredited
2009-2010,108,Danville City,139,Langston Focus School,Accredited with Warning
2009-2010,108,Danville City,260,O. Trent Bonner Middle,Fully Accredited
2009-2010,108,Danville City,250,Park Avenue Elementary,Fully Accredited
2009-2010,108,Danville City,40,Schoolfield Elementary,Fully Accredited
2009-2010,108,Danville City,170,W. Townes Lea Elementary,Fully Accredited
